Example,Class Name
porque ele está preso,porco_preso
oi porque que eu porque está na jaula,porco_preso
em que ano mais ou menos que foi feita essa obra,data_obra
porque que ele fez um porco,razão_porco
se você fosse de verdade seria palmeirense,palmeiras_porco
pode mexer no porco,sem_resposta
quem fez essa,autor_obra
qual artista dessa obra,autor_obra
ele é marido da pé papi fala filha maria,relação_peppa_pig
quantos anos o porco termine,idade_porco
quantos quilos tem esse porco,peso_porco
ele é fêmea ou macho,sexo_porco
Qual o material foi inutilizado pra fazer essa obra,técnica_obra
de que que ele é feito,técnica_obra
que material é feito por,técnica_obra
O que você é feita,técnica_obra
esse porco é palmeirense,palmeiras_porco
qual é a raça,raça_ porco
de que movimento artístico faz essa faz parte é só pra,estilo_obra
porque ele sente preso,porco_preso
porque você está presa aí,porco_preso
ele está feliz,sentimento_porco
qual o intuito da obra,intenção_autor
O que significa o porco,intenção_autor
do que se trata a obra,intenção_autor
Olha que eu tentava hora que sair né vai que eu terminar aqui falo negócio é levar já pode falar a a linda né alguém da sua família,sem_resposta
qual é o valor estimado da obra,valor_obra
quanto você pesa,peso_porco
quem é o autor,autor_obra
porque o porco está preso,porco_preso
qual é o nome do artista,autor_obra
Qual o material usado na obra,técnica_obra
com que material é esse porco foi feito,técnica_obra
quais materiais foram usado na obra,técnica_obra
do que morreu,porco_morto
qual estilo de,estilo_obra
como você está sentindo aí,sentimento_porco
esse corpo de verdade,tipo_obra
você era de verdade,tipo_obra
esse porque foi de verdade,tipo_obra
quem outor,autor_obra
inspiração,intenção_autor
O que significa essa obra do porco,intenção_autor
Qual o sentido da obra,intenção_autor
qual foi o propósito da obra,intenção_autor
qual foi a motivação,intenção_autor
o que o artista quis passar com essa obra pouco,intenção_autor
Há quanto tempo você está aí,Tempo_porco_caixa
qual é o peso do animal,peso_porco
Você empalhado,tipo_obra
qual nome do autor do,autor_obra
quem é o colocou nessa caixa,autor_obra
de quem é a obra,autor_obra
quantos anos o porco tem,idade_porco
quanto que ele pesa,peso_porco
é quanto quanto ele pesa,peso_porco
você é macho é fêmea,sexo_porco
Qual o material utilizado para sauna,técnica_obra
de que é feito por,técnica_obra
como você foi feita,técnica_obra
então eu não você foi feito,técnica_obra
quais as técnicas e processos de lizardo os na confecção do pouco,técnica_obra
de você torce,palmeiras_porco
era selvagem ela não,raça_ porco
qual é a raça desse pouco,raça_ porco
quando ele morreu,porco_morto
em que movimento artístico ela se enquadra,estilo_obra
porque eu porque só numa gaiola e não lhe,porco_preso
porque que ele está na caixa de madeira,porco_preso
como você se sente preso,sentimento_porco
o porra o porco ele é de verdade ou não,tipo_obra
Era um porco de verdade ou é isso,tipo_obra
é um porco de verdade,tipo_obra
qual o conceito da obra,intenção_autor
O que significa obra,intenção_autor
Qual mensagem passa e esse pouco,intenção_autor
porque ele é tão importante,intenção_autor
qual foi a ideia do criador da obra,intenção_autor
qual foi o motivo da obra,intenção_autor
De que ano é essa obra,data_obra
qual é o valor dessa obra,valor_obra
quantos quilos tem esse porco,peso_porco
o porco empalhado,tipo_obra
É um animal empalhado,tipo_obra
quem é o artista que fez,autor_obra
porque o que ele está preso guardado,porco_preso
qual a escola dart,estilo_obra
Que Madeira foi feita essa caixa,caixa_porco
porque eu porque está preso nessa gaiola,porco_preso
que o porco faz,sem_resposta
quando você foi pintado,data_obra
em que ano essa obra foi cita,data_obra
porque eu por o que está dentro da caixa,porco_preso
qual o nome do autor da obra,autor_obra
pode com você é de verdade,tipo_obra
porque eu porque está numa gaiola,porco_preso
quem define o que é arte,sem_resposta
qual é o autor,autor_obra
a obra brasileira,local_criação_obra
quem é o autor,autor_obra
quantos quilos tem um porco,peso_porco
qual o peso estimado,peso_porco
esse porque a menina ou menino,sexo_porco
Como está a obra foi feita,técnica_obra
como foi feita essa obra,técnica_obra
com que material fez seita,técnica_obra
você é feito do que você é feito do que por,técnica_obra
pergunta se ele é palmeirense ver que ontem não sei eu perdi o começo,palmeiras_porco
colocou a forma em que o porco morreu,porco_morto
por que ele está preso,porco_preso
porque você está presa,porco_preso
porque você está nessa faixa,porco_preso
o porco é de verdade ou não,tipo_obra
Você é real,tipo_obra
porque eu te verdade,tipo_obra
Que que significa essa obra,intenção_autor
Qual objetivo do autor,intenção_autor
Qual intuito da obra,intenção_autor
O que que essa hora significa,intenção_autor
o que o artista representa com a obra,intenção_autor
qual a intenção de nelson de criar outro,intenção_autor
que ele pretendeu com essa obra,intenção_autor
porque eu porque é considerado uma obra de arte,dúvida_obra
o porco é macho fêmea,sexo_porco
e se for for de verdade,tipo_obra
de quem é o porco,endereço_obra
qual o nome do autor desta obra,autor_obra
porco quem fez,autor_obra
quantos anos esse pouco tem,idade_porco
quantos quilos você tem,peso_porco
o pôr para fêmea ou macho,sexo_porco
Você é feito do que,técnica_obra
qual material você é feito,técnica_obra
qual o material da obra,técnica_obra
de que material ser feito,técnica_obra
qual o material utilizado para fazer essa hora,técnica_obra
de que material é feita,técnica_obra
esse porco palmeirense,palmeiras_porco
qual a raça desse porco,raça_ porco
você está feliz itaí preso aí,porco_preso
porque que você está preso,porco_preso
O que é esse porco,tipo_obra
Qual o sentido dessa obra,intenção_autor
Qual é o propósito da obra,intenção_autor
o que representa a obra,intenção_autor
quanto esse porco pesa,peso_porco
porque você está preso no caixote de madeira,porco_preso
porque eu porque está na jaula,porco_preso
porque ele está com a jaula,porco_preso
caixa de madeira,caixa_porco
quem foi o autor,autor_obra
qual o nome do autor da obra,autor_obra
quem é a obra,autor_obra
quantos anos ele tem,idade_porco
Como a obra foi feita,técnica_obra
Quais materiais foram utilizados para para essa obra,técnica_obra
Ficou material é feito,técnica_obra
O material te Lizardo,técnica_obra
pra que time você torce,palmeiras_porco
ela é arte moderna what contemporânea,estilo_obra
porque ele colocou porco na caixa de madeira,porco_preso
porque ele escolheu colocado dentro de uma grade,porco_preso
porque você está aí,porco_preso
essa obra é feita com animal real,tipo_obra
Um pouco de verdade,tipo_obra
tem certeza do que eu porque é de verdade,tipo_obra
o que essa arte representa,intenção_autor
Qual foi a intenção do autor,intenção_autor
qual o motivo da obra e qual o significado,intenção_autor
mas qual o significado da ação,intenção_autor
qual o significado da obra de arte,intenção_autor
Você está comendo só comida,sem_resposta
Onde nasceu autor,nascimento_autor
quem é o seu autor,autor_obra
porque o porque que você é tão sujo,sem_resposta
de quem essa obra,autor_obra
quantos quilos você,peso_porco
ele é macho ou fêmea,sexo_porco
Que material foi utilizado para obra,técnica_obra
Como eu sou feita de escultura,técnica_obra
do que você é feito,técnica_obra
qual material utilizado para fazer a obra,técnica_obra
você é feito do que,técnica_obra
porque você é palmeirense,palmeiras_porco
por porque ele está dentro dessa grade,porco_preso
você é feliz dentro de uma caixa apertado,sentimento_porco
o porco real ou é só pra,tipo_obra
o porco é real,tipo_obra
Você mora na fazenda,endereço_obra
Qual a intenção da obra,intenção_autor
Que você o que você quis dizer com essa obra,intenção_autor
O que significa porco,intenção_autor
qual mensagem da obra,intenção_autor
qual é o objetivo do porco,intenção_autor
aqui porco olhada considerado arte,dúvida_obra
esse porco de verdade,tipo_obra
qual é o nome do autor,autor_obra
quem criou esse,autor_obra
por quantos kilo que você tem,peso_porco
qual o peso dele,peso_porco
quanto pesa esse porco,peso_porco
é fêmea ou macho,sexo_porco
é macho ou é fêmea,sexo_porco
por que é macho fêmea,sexo_porco
Do que é feito pra essa obra,técnica_obra
Qual o material utilizado na obra,técnica_obra
Do que é feito o pelo do por,técnica_obra
qual o material utilizado,técnica_obra
você é feito de que,técnica_obra
qual material usado para construção da obra,técnica_obra
quais os materiais usados,técnica_obra
quais cores materiais usados para criar o porquinho,técnica_obra
para que time ele torce,palmeiras_porco
sabe se a raça do porco,raça_ porco
como você morreu,porco_morto
como porco morreu,porco_morto
você morreu velho,porco_morto
Porque eu porque está num num esterco de madeira,porco_preso
porque eu porque está presa,porco_preso
porque ele fica dentro desse negócio,porco_preso
porque que ele está entre as grades,porco_preso
o porco feliz ou triste,sentimento_porco
esse perca de verdade,tipo_obra
olá esse porque é de verdade,tipo_obra
você porque é de verdade,tipo_obra
o que você é,tipo_obra
Qual o motivo dessa obra,intenção_autor
qual crítica obra traz,intenção_autor
essa ideia do autor de ter um porre surgiu a partir do que,intenção_autor
Explica essa obra,intenção_autor
O que que essa obra apresenta,intenção_autor
Significa obra,intenção_autor
O que representa a obra,intenção_autor
Qual é o significado da ópera,intenção_autor
qual objetivo do autor,intenção_autor
você é palmeirense,palmeiras_porco
quanto pesa,peso_porco
este porto real,tipo_obra
você é um animal empalhado,tipo_obra
quem fez essa obra,autor_obra
Queria saber sobre a obra um pouco,história_porco
watson de quem essa obra,autor_obra
quem é o artista da sogra,autor_obra
quem é o seu criador,autor_obra
quem é o ato o autor,autor_obra
vou por que é macho fêmea,sexo_porco
qual material utilizado pra ser feito esta obra,técnica_obra
qual foi a técnica utilizada,técnica_obra
de que material é feito o porco,técnica_obra
porque corinthíano,palmeiras_porco
porque você morreu porque você morreu,porco_morto
porque que ele está numa caixa está empalhado,porco_preso
porque você está preso,porco_preso
você gosta de ficar aí,sentimento_porco
Você é um porco de verdade,tipo_obra
o autor tem outro nome,autor_obra
O que essa obra representa,intenção_autor
o que significa,intenção_autor
eu te vertesse quis dizer com a obra,intenção_autor
quem fez o porco,autor_obra
porque ele está na jaula,porco_preso
qual autor dessa obra,autor_obra
quem criou essa obra de arte,autor_obra
quem é o autor dessa obra,autor_obra
qual a idade do porco,idade_porco
quanto pesa um pouco,peso_porco
quantos quilos tem esse for,peso_porco
quantos quilos de porco perva,peso_porco
Qual a técnica utilizada,técnica_obra
Do que você é feito,técnica_obra
você é feito de qual material,técnica_obra
os materiais utilizados,técnica_obra
qual material usado,técnica_obra
você torce para o palmeiras,palmeiras_porco
ele é palmeirense,palmeiras_porco
porque ele morreu,porco_morto
onde foi feito a obra,local_criação_obra
porque eu porque eu está presa,porco_preso
porque eu posso estar dentro da caixa,porco_preso
o porco não é de verdade,tipo_obra
porque de verdade,tipo_obra
Qual é o significado,intenção_autor
O que o artista queria dizer com essa obra,intenção_autor
Qual significado da sorte,intenção_autor
qual a inspiração da obra,intenção_autor
qual o significado da obra,intenção_autor
o que o autor se inspirou para fazer essa obra,intenção_autor
que ela é uma obra de arte,dúvida_obra
é que time você torce,palmeiras_porco
esse porco é real,tipo_obra
quem produziu essa obra de arte,autor_obra
porque você está preso,porco_preso
essa madeira forte e resistente,caixa_porco
essa obra gosta de ser admirada pelos outros,sem_resposta
o porco é legal não,sem_resposta
porque o rabo do porco peludo,sem_resposta
quanto pesa o porco,peso_porco
pode tocar no porco,sem_resposta
isso porque é palmeirense,palmeiras_porco
do que o que foi isso é feito,técnica_obra
esse porto tem nome,nome_porco
os pelos do porcos são de verdade,tipo_obra
ele é um porco embalsamado,tipo_obra
ele é marido da pipa pig,relação_peppa_pig
quanto ele pesa,peso_porco
